,Team,AdjEM,AdjO,AdjD,AdjT,Date_zero
1753,Iowa St.,18.34,106.6,88.2,68.4,11/08/2023
1754,Iowa St.,18.35,106.6,88.3,68.5,11/09/2023
1755,Iowa St.,19.41,107.2,87.8,69.3,11/10/2023
1756,Iowa St.,19.41,108.0,88.6,69.4,11/11/2023
1757,Iowa St.,19.41,108.2,88.8,69.1,11/12/2023
1758,Iowa St.,20.07,108.6,88.6,70.7,11/13/2023
1759,Iowa St.,20.07,108.7,88.6,70.3,11/14/2023
1760,Iowa St.,20.06,108.8,88.7,70.7,11/15/2023
1761,Iowa St.,20.06,108.8,88.7,70.7,11/16/2023
1762,Iowa St.,20.03,108.8,88.8,70.1,11/17/2023
1763,Iowa St.,20.12,108.9,88.7,70.4,11/18/2023
1764,IUPUI,-12.62,93.1,105.8,70.0,11/06/2023
1765,IUPUI,-12.62,93.1,105.8,70.0,11/05/2023
1766,IUPUI,-12.62,95.0,107.6,70.2,11/07/2023
1767,IUPUI,-12.62,95.6,108.2,70.1,11/08/2023
1768,IUPUI,-12.62,95.6,108.3,70.3,11/09/2023
1769,IUPUI,-12.61,95.5,108.2,70.4,11/10/2023
1770,IUPUI,-10.69,96.4,107.1,69.5,11/11/2023
1771,IUPUI,-10.69,96.6,107.3,69.3,11/12/2023
1772,IUPUI,-10.68,96.6,107.3,69.1,11/13/2023
1773,IUPUI,-10.68,96.7,107.4,69.0,11/14/2023
1774,IUPUI,-12.68,96.0,108.6,68.4,11/15/2023
1775,IUPUI,-12.68,96.0,108.6,68.4,11/16/2023
1776,IUPUI,-12.69,96.0,108.7,68.4,11/17/2023
1777,IUPUI,-15.02,96.7,111.7,65.8,11/18/2023
1778,Jackson St.,-3.9,95.7,99.6,72.1,11/06/2023
1779,Jackson St.,-3.9,95.7,99.6,72.1,11/05/2023
1780,Jackson St.,-3.55,98.0,101.5,73.8,11/07/2023
1781,Jackson St.,-3.55,98.5,102.1,73.8,11/08/2023
1782,Jackson St.,-7.05,96.9,104.0,74.2,11/09/2023
1783,Jackson St.,-7.05,96.8,103.9,74.3,11/10/2023
1784,Jackson St.,-7.91,98.4,106.3,72.7,11/11/2023
1785,Jackson St.,-7.89,98.7,106.6,72.7,11/12/2023
1786,Jackson St.,-7.89,98.7,106.6,72.5,11/13/2023
1787,Jackson St.,-7.88,98.8,106.7,72.0,11/14/2023
1788,Jackson St.,-8.81,98.4,107.2,72.0,11/15/2023
1789,Jackson St.,-8.81,98.4,107.2,72.0,11/16/2023
1790,Jackson St.,-10.56,95.9,106.4,72.8,11/17/2023
1791,Jackson St.,-10.78,95.7,106.5,73.2,11/18/2023
1792,Jacksonville,-6.61,93.9,100.5,66.5,11/06/2023
1793,Jacksonville,-6.61,93.9,100.5,66.5,11/05/2023
1794,Jacksonville,-6.61,95.8,102.4,66.7,11/07/2023
1795,Jacksonville,-6.61,96.4,103.0,66.7,11/08/2023
1796,Jacksonville,-6.6,96.4,103.0,66.8,11/09/2023
1797,Jacksonville,-6.6,96.3,103.0,66.9,11/10/2023
1798,Jacksonville,-6.96,96.5,103.4,67.6,11/11/2023
1799,Jacksonville,-6.96,96.7,103.7,67.3,11/12/2023
1800,Jacksonville,-6.95,96.8,103.7,67.0,11/13/2023
1801,Jacksonville,-6.95,96.8,103.8,66.9,11/14/2023
1802,Jacksonville,-5.28,98.8,104.0,68.4,11/15/2023
1803,Jacksonville,-5.28,98.8,104.0,68.4,11/16/2023
1804,Jacksonville,-5.28,98.8,104.1,68.3,11/17/2023
1805,Jacksonville,-7.22,98.2,105.4,69.5,11/18/2023
1806,Jacksonville St.,-2.7,96.8,99.5,69.9,11/06/2023
1807,Jacksonville St.,-2.7,96.8,99.5,69.9,11/05/2023
1808,Jacksonville St.,-2.7,98.6,101.3,70.0,11/07/2023
1809,Jacksonville St.,-2.7,99.2,101.9,70.0,11/08/2023
1810,Jacksonville St.,-2.69,99.3,102.0,70.1,11/09/2023
1811,Jacksonville St.,-2.69,99.2,101.9,70.3,11/10/2023
1812,Jacksonville St.,-2.69,99.9,102.6,70.3,11/11/2023
1813,Jacksonville St.,-3.67,100.4,104.0,68.6,11/12/2023
1814,Jacksonville St.,-3.67,100.4,104.0,68.4,11/13/2023
1815,Jacksonville St.,-3.67,100.4,104.1,68.3,11/14/2023
1816,Jacksonville St.,-4.22,99.9,104.1,67.5,11/15/2023
1817,Jacksonville St.,-4.22,99.9,104.1,67.5,11/16/2023
1818,Jacksonville St.,-4.22,99.9,104.1,67.4,11/17/2023
1819,Jacksonville St.,-4.27,99.9,104.2,67.9,11/18/2023
1820,James Madison,2.5,101.0,98.5,73.8,11/06/2023
1821,James Madison,2.5,101.0,98.5,73.8,11/05/2023
1822,James Madison,5.21,103.4,98.2,74.2,11/07/2023
1823,James Madison,5.21,104.0,98.8,74.2,11/08/2023
1824,James Madison,5.22,104.0,98.8,74.3,11/09/2023
1825,James Madison,6.45,105.6,99.1,76.4,11/10/2023
1826,James Madison,6.45,106.2,99.8,76.4,11/11/2023
1827,James Madison,6.6,106.4,99.8,76.0,11/12/2023
1828,James Madison,7.69,108.3,100.6,75.8,11/13/2023
1829,James Madison,7.68,108.4,100.7,75.9,11/14/2023
1830,James Madison,7.58,108.5,100.9,76.1,11/15/2023
1831,James Madison,7.58,108.5,100.9,76.1,11/16/2023
1832,James Madison,7.6,108.6,101.0,76.0,11/17/2023
1833,James Madison,7.31,108.8,101.4,76.2,11/18/2023
1834,Kansas,26.31,111.2,84.9,72.4,11/06/2023
1835,Kansas,26.31,111.2,84.9,72.4,11/05/2023
1836,Kansas,27.04,114.0,87.0,71.2,11/07/2023
1837,Kansas,27.04,114.6,87.6,71.2,11/08/2023
1838,Kansas,27.04,114.7,87.6,71.3,11/09/2023
1839,Kansas,27.04,114.6,87.5,71.5,11/10/2023
1840,Kansas,27.34,115.7,88.4,72.9,11/11/2023
1841,Kansas,27.34,116.0,88.6,72.6,11/12/2023
1842,Kansas,27.44,116.1,88.7,73.7,11/13/2023
1843,Kansas,27.44,116.2,88.7,73.6,11/14/2023
1844,Kansas,27.46,116.3,88.8,77.0,11/15/2023
1845,Kansas,27.46,116.3,88.8,77.0,11/16/2023
1846,Kansas,27.44,116.3,88.9,77.0,11/17/2023
1847,Kansas,27.48,116.2,88.8,77.0,11/18/2023
1848,Kansas St.,18.57,107.2,88.7,73.1,11/06/2023
1849,Kansas St.,18.57,107.2,88.7,73.1,11/05/2023
1850,Kansas St.,17.05,108.2,91.1,74.0,11/07/2023
1851,Kansas St.,17.05,108.8,91.7,74.0,11/08/2023
1852,Kansas St.,17.05,108.8,91.8,74.1,11/09/2023
1853,Kansas St.,17.11,108.7,91.6,73.9,11/10/2023
1854,Kansas St.,15.15,109.1,94.0,73.9,11/11/2023
1855,Kansas St.,15.16,109.4,94.2,73.7,11/12/2023
1856,Kansas St.,15.14,109.4,94.2,73.6,11/13/2023
1857,Kansas St.,16.14,110.1,94.0,73.7,11/14/2023
1858,Kansas St.,15.68,110.1,94.4,74.5,11/15/2023
1859,Kansas St.,15.68,110.1,94.4,74.5,11/16/2023
1860,Kansas St.,15.68,110.1,94.4,74.5,11/17/2023
1861,Kansas St.,16.13,109.3,93.2,74.3,11/18/2023
1862,Kennesaw St.,-4.28,95.9,100.2,71.6,11/06/2023
1863,Kennesaw St.,-4.28,95.9,100.2,71.6,11/05/2023
1864,Kennesaw St.,-4.28,97.7,102.0,71.7,11/07/2023
1865,Kennesaw St.,-4.28,98.4,102.7,71.7,11/08/2023
1866,Kennesaw St.,-4.28,98.4,102.7,71.8,11/09/2023
1867,Kennesaw St.,-4.27,98.3,102.6,72.0,11/10/2023
1868,Kennesaw St.,-5.45,98.0,103.4,74.8,11/11/2023
1869,Kennesaw St.,-5.45,98.2,103.7,74.6,11/12/2023
1870,Kennesaw St.,-5.45,98.2,103.7,74.4,11/13/2023
1871,Kennesaw St.,-5.36,98.3,103.7,74.0,11/14/2023
1872,Kennesaw St.,-5.33,98.4,103.7,73.8,11/15/2023
1873,Kennesaw St.,-5.33,98.4,103.7,73.8,11/16/2023
1874,Kennesaw St.,-5.34,98.4,103.7,73.7,11/17/2023
1875,Kennesaw St.,-5.49,98.3,103.8,74.0,11/18/2023
1876,Kent St.,3.46,100.5,97.0,71.4,11/06/2023
1877,Kent St.,3.46,100.5,97.0,71.4,11/05/2023
1878,Kent St.,3.46,102.3,98.8,71.5,11/07/2023
1879,Kent St.,3.46,102.9,99.5,71.5,11/08/2023
1880,Kent St.,3.46,103.0,99.5,71.7,11/09/2023
1881,Kent St.,2.77,103.5,100.8,72.8,11/10/2023
1882,Kent St.,2.77,104.2,101.5,72.9,11/11/2023
1883,Kent St.,3.97,106.0,102.1,72.8,11/12/2023
1884,Kent St.,4.1,106.0,101.9,72.6,11/13/2023
1885,Kent St.,4.1,106.0,101.9,72.4,11/14/2023
1886,Kent St.,4.06,106.0,101.9,71.6,11/15/2023
1887,Kent St.,4.06,106.0,101.9,71.6,11/16/2023
1888,Kent St.,4.06,106.0,102.0,71.4,11/17/2023
1889,Kent St.,6.75,108.2,101.5,70.2,11/18/2023
1890,Kentucky,20.3,111.2,90.9,70.1,11/06/2023
1891,Kentucky,20.3,111.2,90.9,70.1,11/05/2023
1892,Kentucky,21.93,113.4,91.5,70.3,11/07/2023
1893,Kentucky,21.93,114.0,92.1,70.3,11/08/2023
1894,Kentucky,21.93,114.0,92.1,70.4,11/09/2023
1895,Kentucky,21.93,113.9,92.0,70.5,11/10/2023
1896,Kentucky,21.75,114.8,93.1,69.3,11/11/2023
1897,Kentucky,21.59,114.9,93.4,68.8,11/12/2023
1898,Kentucky,21.45,114.8,93.4,68.8,11/13/2023
1899,Kentucky,21.45,114.9,93.5,68.7,11/14/2023
1900,Kentucky,21.5,115.0,93.5,71.4,11/15/2023
1901,Kentucky,21.5,115.0,93.5,71.4,11/16/2023
1902,Kentucky,21.49,115.0,93.5,71.2,11/17/2023
1903,Kentucky,21.78,115.9,94.1,71.7,11/18/2023
1904,La Salle,-2.23,98.3,100.5,71.1,11/06/2023
1905,La Salle,-2.23,98.3,100.5,71.1,11/05/2023
1906,La Salle,-2.23,100.1,102.4,71.3,11/07/2023
1907,La Salle,-1.19,100.8,102.0,70.5,11/08/2023
1908,La Salle,-1.18,100.9,102.1,70.6,11/09/2023
1909,La Salle,-1.18,100.8,102.0,70.7,11/10/2023
1910,La Salle,-1.18,101.5,102.7,70.8,11/11/2023
1911,La Salle,-0.97,104.2,105.1,68.6,11/12/2023
1912,La Salle,-0.97,104.2,105.2,68.4,11/13/2023
1913,La Salle,-0.97,104.2,105.2,68.3,11/14/2023
1914,La Salle,-1.42,103.2,104.6,67.8,11/15/2023
1915,La Salle,-1.42,103.2,104.6,67.8,11/16/2023
1916,La Salle,-1.4,103.3,104.7,68.0,11/17/2023
1917,La Salle,-1.26,103.5,104.7,68.6,11/18/2023
1918,Lafayette,-13.27,90.5,103.7,69.8,11/06/2023
1919,Lafayette,-13.27,90.5,103.7,69.8,11/05/2023
1920,Lafayette,-13.87,92.2,106.0,69.3,11/07/2023
1921,Lafayette,-13.87,92.8,106.6,69.3,11/08/2023
1922,Lafayette,-13.86,92.8,106.7,69.4,11/09/2023
1923,Lafayette,-13.86,92.7,106.6,69.5,11/10/2023
1924,Lafayette,-13.25,93.5,106.7,68.6,11/11/2023
1925,Lafayette,-13.25,93.7,106.9,68.2,11/12/2023
1926,Lafayette,-14.56,92.3,106.9,67.8,11/13/2023
1927,Lafayette,-14.38,92.5,106.9,67.5,11/14/2023
1928,Lafayette,-14.31,92.6,106.9,67.2,11/15/2023
1929,Lafayette,-14.31,92.6,106.9,67.2,11/16/2023
1930,Lafayette,-14.31,92.6,106.9,66.9,11/17/2023
1931,Lafayette,-14.8,92.5,107.3,67.7,11/18/2023
1932,Lamar,-14.35,90.3,104.6,70.5,11/06/2023
1933,Lamar,-14.35,90.3,104.6,70.5,11/05/2023
1934,Lamar,-14.35,92.1,106.5,70.6,11/07/2023
1935,Lamar,-14.35,92.7,107.1,70.6,11/08/2023
1936,Lamar,-14.35,92.8,107.1,70.8,11/09/2023
1937,Lamar,-13.35,93.4,106.7,70.3,11/10/2023
1938,Lamar,-13.36,94.1,107.5,70.3,11/11/2023
1939,Lamar,-13.35,94.4,107.7,70.1,11/12/2023
1940,Lamar,-13.35,94.4,107.7,69.9,11/13/2023
1941,Lamar,-13.35,94.4,107.8,69.8,11/14/2023
1942,Lamar,-11.9,96.1,108.0,71.1,11/15/2023
1943,Lamar,-11.9,96.1,108.0,71.1,11/16/2023
1944,Lamar,-11.9,96.1,108.0,71.0,11/17/2023
1945,Lamar,-11.96,96.2,108.1,71.4,11/18/2023
1946,Le Moyne,-23.07,86.1,109.2,72.2,11/06/2023
1947,Le Moyne,-23.07,86.1,109.2,72.2,11/05/2023
1948,Le Moyne,-23.07,88.0,111.0,72.3,11/07/2023
1949,Le Moyne,-24.09,88.0,112.1,73.1,11/08/2023
1950,Le Moyne,-24.08,88.0,112.1,73.2,11/09/2023
1951,Le Moyne,-24.08,87.9,112.0,73.3,11/10/2023
1952,Le Moyne,-23.89,89.0,112.9,72.0,11/11/2023
1953,Le Moyne,-24.13,89.1,113.2,72.8,11/12/2023
1954,Le Moyne,-24.13,89.1,113.2,72.6,11/13/2023
1955,Le Moyne,-24.25,89.0,113.3,72.3,11/14/2023
1956,Le Moyne,-24.27,89.1,113.4,72.0,11/15/2023
1957,Le Moyne,-24.27,89.1,113.4,72.0,11/16/2023
1958,Le Moyne,-24.27,89.2,113.4,71.7,11/17/2023
1959,Le Moyne,-23.08,90.3,113.4,72.2,11/18/2023
1960,Lehigh,-7.86,94.4,102.3,72.7,11/06/2023
1961,Lehigh,-7.86,94.4,102.3,72.7,11/05/2023
1962,Lehigh,-7.97,96.0,104.0,74.1,11/07/2023
1963,Lehigh,-7.97,96.6,104.6,74.1,11/08/2023
1964,Lehigh,-7.97,96.6,104.6,74.2,11/09/2023
1965,Lehigh,-7.96,96.5,104.5,74.3,11/10/2023
1966,Lehigh,-7.1,96.7,103.8,75.2,11/11/2023
1967,Lehigh,-6.98,97.0,104.0,74.7,11/12/2023
1968,Lehigh,-6.79,97.2,104.0,74.3,11/13/2023
1969,Lehigh,-6.79,97.3,104.1,74.2,11/14/2023
1970,Lehigh,-6.82,97.1,103.9,74.3,11/15/2023
1971,Lehigh,-6.82,97.1,103.9,74.3,11/16/2023
1972,Lehigh,-6.81,97.1,103.9,74.3,11/17/2023
1973,Lehigh,-6.69,97.4,104.1,73.9,11/18/2023
1974,Liberty,9.23,103.4,94.2,68.5,11/06/2023
1975,Liberty,9.23,103.4,94.2,68.5,11/05/2023
1976,Liberty,9.23,105.3,96.0,68.6,11/07/2023
1977,Liberty,9.23,105.9,96.7,68.6,11/08/2023
1978,Liberty,9.23,105.9,96.7,68.7,11/09/2023
1979,Liberty,9.23,105.8,96.6,68.9,11/10/2023
1980,Liberty,10.75,108.8,98.1,67.0,11/11/2023
1981,Liberty,10.75,109.1,98.3,66.7,11/12/2023
1982,Liberty,10.72,109.1,98.3,66.7,11/13/2023
1983,Liberty,10.73,109.1,98.4,66.6,11/14/2023
1984,Liberty,10.99,109.5,98.5,66.1,11/15/2023
1985,Liberty,10.99,109.5,98.5,66.1,11/16/2023
1986,Liberty,12.78,111.1,98.3,65.9,11/17/2023
1987,Liberty,14.39,112.0,97.6,67.4,11/18/2023
1988,Lindenwood,-18.57,88.6,107.2,70.8,11/06/2023
1989,Lindenwood,-18.57,88.6,107.2,70.8,11/05/2023
1990,Lindenwood,-19.04,89.9,109.0,70.7,11/07/2023
1991,Lindenwood,-19.04,90.5,109.6,70.7,11/08/2023
1992,Lindenwood,-19.04,90.6,109.6,70.8,11/09/2023
1993,Lindenwood,-19.99,90.2,110.2,71.5,11/10/2023
1994,Lindenwood,-19.99,90.9,110.9,71.6,11/11/2023
1995,Lindenwood,-19.98,91.1,111.1,71.4,11/12/2023
1996,Lindenwood,-19.93,91.2,111.1,70.6,11/13/2023
1997,Lindenwood,-19.93,91.3,111.2,71.4,11/14/2023
1998,Lindenwood,-19.91,91.4,111.3,70.8,11/15/2023
1999,Lindenwood,-19.91,91.4,111.3,70.8,11/16/2023
2000,Lindenwood,-20.15,91.0,111.2,72.5,11/17/2023
2001,Lindenwood,-18.47,91.3,109.8,72.3,11/18/2023
2002,Lipscomb,-1.8,100.0,101.8,72.2,11/06/2023
2003,Lipscomb,-1.8,100.0,101.8,72.2,11/05/2023
2004,Lipscomb,-3.18,100.7,103.9,71.6,11/07/2023
2005,Lipscomb,-3.18,101.3,104.5,71.5,11/08/2023
2006,Lipscomb,-3.84,101.4,105.2,71.5,11/09/2023
2007,Lipscomb,-3.75,101.5,105.2,71.3,11/10/2023
2008,Lipscomb,-3.75,102.1,105.9,71.4,11/11/2023
2009,Lipscomb,-3.74,102.3,106.1,71.1,11/12/2023
2010,Lipscomb,-3.74,102.4,106.1,70.9,11/13/2023
2011,Lipscomb,-3.74,102.4,106.2,70.8,11/14/2023
2012,Lipscomb,-0.37,104.9,105.3,70.9,11/15/2023
2013,Lipscomb,-0.37,104.9,105.3,70.9,11/16/2023
2014,Lipscomb,-0.37,104.9,105.3,70.7,11/17/2023
2015,Lipscomb,-0.52,104.8,105.4,70.3,11/18/2023
2016,Little Rock,-5.87,98.3,104.2,73.2,11/06/2023
2017,Little Rock,-5.87,98.3,104.2,73.2,11/05/2023
2018,Little Rock,-5.18,99.6,104.7,74.3,11/07/2023
2019,Little Rock,-5.18,100.1,105.3,74.3,11/08/2023
2020,Little Rock,-5.18,100.2,105.4,74.4,11/09/2023
2021,Little Rock,-5.18,100.1,105.3,74.5,11/10/2023
2022,Little Rock,-6.67,100.5,107.2,74.5,11/11/2023
2023,Little Rock,-6.5,100.9,107.4,73.8,11/12/2023
2024,Little Rock,-6.5,100.9,107.4,73.6,11/13/2023
2025,Little Rock,-6.5,101.0,107.5,73.5,11/14/2023
2026,Little Rock,-6.42,101.1,107.5,73.0,11/15/2023
2027,Little Rock,-6.42,101.1,107.5,73.0,11/16/2023
2028,Little Rock,-6.42,101.1,107.5,72.8,11/17/2023
2029,Little Rock,-6.36,101.1,107.5,73.3,11/18/2023
2030,LIU Brooklyn,-18.93,87.3,106.2,74.8,11/06/2023
2031,LIU Brooklyn,-18.93,87.3,106.2,74.8,11/05/2023
2032,LIU Brooklyn,-18.93,89.1,108.0,74.9,11/07/2023
2033,LIU Brooklyn,-18.93,89.7,108.7,74.9,11/08/2023
2034,LIU Brooklyn,-18.93,89.8,108.7,75.0,11/09/2023
2035,LIU Brooklyn,-19.65,90.1,109.8,75.8,11/10/2023
2036,LIU Brooklyn,-19.65,90.9,110.5,75.9,11/11/2023
2037,LIU Brooklyn,-19.64,91.1,110.8,75.7,11/12/2023
2038,LIU Brooklyn,-19.74,91.0,110.8,76.1,11/13/2023
2039,LIU Brooklyn,-21.11,90.0,111.1,76.1,11/14/2023
2040,LIU Brooklyn,-20.24,90.5,110.7,74.9,11/15/2023
2041,LIU Brooklyn,-20.24,90.5,110.7,74.9,11/16/2023
2042,LIU Brooklyn,-20.23,90.6,110.8,74.4,11/17/2023
2043,LIU Brooklyn,-20.43,90.3,110.7,75.2,11/18/2023
2044,Long Beach St.,3.42,101.4,97.9,75.1,11/06/2023
2045,Long Beach St.,3.42,101.4,97.9,75.1,11/05/2023
2046,Long Beach St.,2.93,102.2,99.3,75.5,11/07/2023
2047,Long Beach St.,2.93,102.8,99.8,75.5,11/08/2023
2048,Long Beach St.,2.93,102.8,99.9,75.6,11/09/2023
2049,Long Beach St.,2.93,102.7,99.8,75.7,11/10/2023
2050,Long Beach St.,2.93,103.4,100.5,75.8,11/11/2023
2051,Long Beach St.,3.62,103.8,100.2,74.4,11/12/2023
2052,Long Beach St.,3.76,103.9,100.2,74.5,11/13/2023
2053,Long Beach St.,3.72,104.0,100.2,74.3,11/14/2023
2054,Long Beach St.,3.76,104.6,100.8,76.2,11/15/2023
2055,Long Beach St.,3.76,104.6,100.8,76.2,11/16/2023
2056,Long Beach St.,3.74,104.6,100.9,76.2,11/17/2023
2057,Long Beach St.,6.99,107.4,100.4,75.9,11/18/2023
2058,Longwood,-4.78,95.5,100.3,70.0,11/06/2023
2059,Longwood,-4.78,95.5,100.3,70.0,11/05/2023
2060,Longwood,-3.48,98.8,102.3,69.3,11/07/2023
2061,Longwood,-3.48,99.4,102.8,69.3,11/08/2023
2062,Longwood,-3.47,99.4,102.9,69.4,11/09/2023
2063,Longwood,-3.47,99.3,102.8,69.5,11/10/2023
2064,Longwood,-3.47,100.0,103.5,69.6,11/11/2023
2065,Longwood,-3.79,100.2,103.9,69.3,11/12/2023
2066,Longwood,-3.79,100.2,104.0,69.1,11/13/2023
2067,Longwood,-3.78,100.2,104.0,69.0,11/14/2023
2068,Longwood,-1.88,101.2,103.1,69.2,11/15/2023
2069,Longwood,-1.88,101.2,103.1,69.2,11/16/2023
2070,Longwood,-1.83,101.2,103.0,69.5,11/17/2023
2071,Longwood,-1.96,101.2,103.1,69.9,11/18/2023
2072,Louisiana Lafayette,-0.91,98.6,99.5,72.6,11/06/2023
2073,Louisiana Lafayette,-0.91,98.6,99.5,72.6,11/05/2023
2074,Louisiana Lafayette,-0.1,99.6,99.7,72.8,11/07/2023
2075,Louisiana Lafayette,-0.1,100.2,100.3,72.8,11/08/2023
2076,Louisiana Lafayette,-0.1,100.2,100.3,72.9,11/09/2023
2077,Louisiana Lafayette,-0.1,100.1,100.2,73.1,11/10/2023
2078,Louisiana Lafayette,-0.23,100.8,101.1,72.7,11/11/2023
2079,Louisiana Lafayette,-0.55,102.0,102.6,71.0,11/12/2023
2080,Louisiana Lafayette,-0.55,102.1,102.6,70.9,11/13/2023
2081,Louisiana Lafayette,-0.53,102.1,102.7,70.8,11/14/2023
2082,Louisiana Lafayette,-0.45,102.2,102.6,71.3,11/15/2023
2083,Louisiana Lafayette,-0.45,102.2,102.6,71.3,11/16/2023
2084,Louisiana Lafayette,-0.45,102.2,102.6,71.3,11/17/2023
2085,Louisiana Lafayette,-0.43,102.2,102.6,71.7,11/18/2023
2086,Louisiana Monroe,-10.83,92.8,103.7,70.0,11/06/2023
2087,Louisiana Monroe,-10.83,92.8,103.7,70.0,11/05/2023
2088,Louisiana Monroe,-11.9,93.9,105.8,69.4,11/07/2023
2089,Louisiana Monroe,-11.9,94.5,106.4,69.3,11/08/2023
2090,Louisiana Monroe,-11.89,94.5,106.4,69.4,11/09/2023
2091,Louisiana Monroe,-11.89,94.4,106.3,69.6,11/10/2023
2092,Louisiana Monroe,-11.89,95.2,107.1,69.7,11/11/2023
2093,Louisiana Monroe,-9.91,96.6,106.5,66.9,11/12/2023
2094,Louisiana Monroe,-9.91,96.6,106.5,66.8,11/13/2023
2095,Louisiana Monroe,-9.95,96.6,106.6,67.5,11/14/2023
2096,Louisiana Monroe,-9.52,97.0,106.5,67.4,11/15/2023
2097,Louisiana Monroe,-9.52,97.0,106.5,67.4,11/16/2023
2098,Louisiana Monroe,-10.13,96.8,107.0,67.1,11/17/2023
2099,Louisiana Monroe,-10.12,96.8,107.0,67.2,11/18/2023
2100,Louisiana Tech,3.56,100.0,96.4,70.6,11/06/2023
2101,Louisiana Tech,3.56,100.0,96.4,70.6,11/05/2023
2102,Louisiana Tech,3.51,102.1,98.6,71.2,11/07/2023
2103,Louisiana Tech,3.51,102.7,99.2,71.2,11/08/2023
2104,Louisiana Tech,3.51,102.7,99.2,71.3,11/09/2023
2105,Louisiana Tech,3.51,102.7,99.1,71.4,11/10/2023
2106,Louisiana Tech,3.74,103.4,99.6,71.2,11/11/2023
2107,Louisiana Tech,3.74,103.6,99.9,70.9,11/12/2023
2108,Louisiana Tech,3.74,103.6,99.9,70.8,11/13/2023
2109,Louisiana Tech,3.74,103.7,99.9,70.6,11/14/2023
2110,Louisiana Tech,3.85,103.8,100.0,70.2,11/15/2023
2111,Louisiana Tech,3.85,103.8,100.0,70.2,11/16/2023
2112,Louisiana Tech,4.59,104.3,99.8,70.3,11/17/2023
2113,Louisiana Tech,4.63,104.4,99.7,70.1,11/18/2023
2114,Louisville,3.91,101.2,97.3,70.5,11/06/2023
2115,Louisville,3.91,101.2,97.3,70.5,11/05/2023
2116,Louisville,2.4,103.8,101.4,72.7,11/07/2023
2117,Louisville,2.4,104.4,102.0,72.6,11/08/2023
2118,Louisville,2.41,104.5,102.1,72.7,11/09/2023
2119,Louisville,2.41,104.4,102.0,72.9,11/10/2023
2120,Louisville,-0.37,103.5,103.8,74.4,11/11/2023
2121,Louisville,-0.5,103.8,104.3,73.9,11/12/2023
2122,Louisville,-0.49,103.8,104.3,73.7,11/13/2023
2123,Louisville,-0.49,103.9,104.4,73.6,11/14/2023
2124,Louisville,-0.23,102.5,102.8,71.2,11/15/2023
2125,Louisville,-0.23,102.5,102.8,71.2,11/16/2023
2126,Louisville,-0.2,102.7,102.9,70.5,11/17/2023
2127,Louisville,-0.3,102.7,103.0,70.8,11/18/2023
2128,Loyola Chicago,9.4,103.7,94.3,70.0,11/06/2023
2129,Loyola Chicago,9.4,103.7,94.3,70.0,11/05/2023
2130,Loyola Chicago,9.4,105.5,96.1,70.1,11/07/2023
2131,Loyola Chicago,9.4,106.2,96.8,70.1,11/08/2023
2132,Loyola Chicago,8.08,105.1,97.0,70.1,11/09/2023
2133,Loyola Chicago,8.08,105.0,96.9,70.2,11/10/2023
2134,Loyola Chicago,8.08,105.7,97.6,70.3,11/11/2023
2135,Loyola Chicago,8.29,106.8,98.6,69.7,11/12/2023
2136,Loyola Chicago,8.29,106.9,98.6,69.5,11/13/2023
2137,Loyola Chicago,8.29,106.9,98.6,69.4,11/14/2023
2138,Loyola Chicago,6.09,105.4,99.3,71.1,11/15/2023
2139,Loyola Chicago,6.09,105.4,99.3,71.1,11/16/2023
2140,Loyola Chicago,6.09,105.4,99.3,71.0,11/17/2023
2141,Loyola Chicago,6.08,105.3,99.3,71.5,11/18/2023
2142,Loyola Marymount,7.07,103.8,96.8,70.5,11/06/2023
2143,Loyola Marymount,7.07,103.8,96.8,70.5,11/05/2023
2144,Loyola Marymount,7.07,105.7,98.6,70.7,11/07/2023
2145,Loyola Marymount,7.07,106.3,99.2,70.7,11/08/2023
2146,Loyola Marymount,7.08,106.4,99.3,70.8,11/09/2023
2147,Loyola Marymount,7.08,106.3,99.2,70.9,11/10/2023
2148,Loyola Marymount,7.08,107.0,100.0,71.0,11/11/2023
2149,Loyola Marymount,7.08,107.3,100.2,70.8,11/12/2023
2150,Loyola Marymount,6.48,108.0,101.5,71.2,11/13/2023
2151,Loyola Marymount,6.48,108.0,101.5,71.1,11/14/2023
2152,Loyola Marymount,7.29,108.6,101.3,71.8,11/15/2023
2153,Loyola Marymount,7.29,108.6,101.3,71.8,11/16/2023
2154,Loyola Marymount,7.11,108.7,101.6,71.3,11/17/2023
2155,Loyola Marymount,7.29,109.0,101.7,71.9,11/18/2023
2156,Loyola MD,-10.61,93.3,103.9,70.5,11/06/2023
2157,Loyola MD,-10.61,93.3,103.9,70.5,11/05/2023
2158,Loyola MD,-10.34,96.2,106.5,71.0,11/07/2023
2159,Loyola MD,-10.34,96.8,107.1,71.0,11/08/2023
2160,Loyola MD,-10.33,96.8,107.1,71.1,11/09/2023
2161,Loyola MD,-10.33,96.7,107.0,71.2,11/10/2023
2162,Loyola MD,-10.35,97.4,107.7,71.3,11/11/2023
2163,Loyola MD,-8.48,98.4,106.9,70.5,11/12/2023
2164,Loyola MD,-8.48,98.5,106.9,70.4,11/13/2023
2165,Loyola MD,-8.47,98.5,107.0,70.1,11/14/2023
2166,Loyola MD,-10.33,96.3,106.6,69.2,11/15/2023
2167,Loyola MD,-10.33,96.3,106.6,69.2,11/16/2023
