,Team,AdjOE,AdjDE,BARTHAG,RECORD,WINS,GAMES,EFG,EFG D.,FT RATE,FT RATE D,TOV%,TOV% D,O REB%,OP OREB%,RAW T,2P %,2P % D.,3P %,3P % D.,BLK %,BLKED %,AST %,OP AST %,3P RATE,3P RATE D,ADJ. T,AVG HGT.,EFF. HGT.,EXP.,YEAR,T,FT%,OP. FT%,PPP OFF.,PPP DEF.,ELITE SOS,AdjEM,Date_zero
2996,Texas,110.467,92.2479,0.888228,2-0,2.0,2,61.2,37.5,37.9,37.9,21.8,25.1,30.6,27.1,75.7,55.9,39.3,45.8,21.9,11.9,5.9,70.0,50.0,41.4,27.6,71.9421,,,,2024,,,,0.050189555243987,72.7,63.6,18.219099999999997,11/13/2023
2997,Maryland Eastern Shore,87.4016,103.397,0.126447,1-1,0.0,1,38.6,48.3,36.4,50.0,16.4,16.4,32.7,38.2,73.3,41.9,48.8,21.7,31.6,4.9,7.0,47.8,42.3,34.8,31.7,72.3995,,,,2024,,,,-0.7380461566717,58.3,90.0,-15.995400000000004,11/13/2023
2998,Western Illinois,92.2789,108.799,0.130805,1-2,0.0,2,36.2,47.5,40.0,35.2,21.5,9.1,32.7,30.7,72.6,38.2,47.9,22.2,31.3,21.3,17.1,43.9,56.7,41.5,33.8,71.0743,,,,2024,,,,-1.5533793995062,51.9,66.0,-16.520100000000014,11/13/2023
2999,Fairleigh Dickinson,101.051,111.686,0.240345,2-1,1.0,2,43.9,50.0,49.6,30.7,15.1,20.2,17.6,40.7,79.4,47.8,53.5,25.9,29.6,3.5,11.6,61.7,46.8,43.9,38.6,73.1398,,,,2024,,,,-0.39510808827406,63.9,72.1,-10.635000000000005,11/13/2023
3000,Cornell,108.617,104.836,0.600471,3-0,2.0,2,57.9,51.7,54.2,34.2,22.9,21.0,28.6,26.5,76.3,59.3,60.3,37.5,28.1,6.3,1.7,50.9,48.1,44.9,47.5,74.1944,,,,2024,,,,0.35520934546512,65.5,65.9,3.781000000000006,11/13/2023
3001,Fort Wayne,95.1509,107.973,0.189415,3-0,2.0,2,54.7,51.4,29.1,32.1,10.7,26.0,17.9,21.3,75.1,50.0,60.3,43.6,26.1,9.5,9.1,32.8,48.0,30.7,42.2,72.749,,,,2024,,,,0.30755560163679,78.4,74.3,-12.822100000000006,11/13/2023
3002,West Virginia,106.04,97.0281,0.73524,1-1,1.0,2,38.5,47.9,33.1,20.8,12.8,13.6,37.2,29.4,66.3,37.7,42.6,26.4,36.5,11.8,14.3,53.5,54.2,40.8,43.3,71.045,,,,2024,,,,-0.77456051987761,74.4,68.0,9.011900000000011,11/13/2023
3003,Cleveland St.,104.751,103.333,0.539096,2-1,1.0,2,49.2,53.0,40.3,48.3,15.4,15.4,39.2,40.3,68.2,43.0,50.7,42.1,37.8,15.1,5.8,39.6,53.7,30.6,38.1,70.1159,,,,2024,,,,-0.28206869026514,74.0,56.1,1.4180000000000064,11/13/2023
3004,Queens,99.7436,104.44,0.370734,0-2,0.0,2,46.3,55.1,37.2,28.3,22.5,12.6,31.3,33.8,75.5,52.1,59.8,25.0,31.4,9.2,16.4,50.0,55.9,39.7,37.0,73.3635,,,,2024,,,,-1.4697994597564,64.4,71.8,-4.696399999999997,11/13/2023
3005,Southern Illinois,101.274,99.0312,0.564039,2-0,1.0,1,56.3,50.0,35.9,49.0,9.9,22.6,34.4,23.5,70.9,61.5,62.1,32.0,22.7,10.3,10.3,71.9,43.5,39.1,43.1,67.4204,,,,2024,,,,0.079876816870082,82.6,68.0,2.2428000000000026,11/13/2023
3006,San Diego St.,107.138,89.4381,0.888603,1-1,1.0,2,50.8,43.9,34.2,27.9,18.4,21.8,23.4,30.9,73.4,56.3,43.7,28.6,29.4,11.3,5.6,53.7,47.8,40.8,41.8,70.05,,,,2024,,,,-0.21823150394906,63.4,70.6,17.6999,11/13/2023
3007,Nebraska Omaha,100.576,110.674,0.249688,1-2,0.0,2,44.8,56.7,44.8,21.8,16.3,18.5,17.8,39.7,67.4,43.2,60.7,32.3,31.4,3.6,5.4,47.6,48.4,29.5,29.4,70.6661,,,,2024,,,,-1.0013520675894,63.8,84.6,-10.098000000000013,11/13/2023
3008,Texas A&M Commerce,97.3385,104.682,0.302291,0-4,0.0,4,40.6,53.7,16.2,29.9,19.9,13.7,20.0,31.1,69.2,50.0,55.7,20.4,33.7,12.8,9.0,46.4,46.1,48.1,38.9,69.5892,,,,2024,,,,-1.91330503543,68.4,76.7,-7.343500000000006,11/13/2023
3009,DePaul,104.087,102.246,0.551115,0-2,0.0,2,53.2,50.4,39.1,37.1,22.7,16.7,20.9,30.6,74.8,54.5,46.7,34.1,40.6,13.0,9.1,60.8,39.3,40.0,25.8,71.662,,,,2024,,,,-1.7503597807248,69.8,73.9,1.8410000000000082,11/13/2023
3010,UT Rio Grande Valley,94.5891,107.607,0.185001,1-1,0.0,1,42.5,62.7,34.2,39.7,17.1,22.0,35.4,34.4,81.9,51.0,56.1,16.7,50.0,7.3,6.1,51.7,50.0,32.9,34.9,73.7121,,,,2024,,,,-0.94734561688315,68.0,84.0,-13.017899999999997,11/13/2023
3011,Chicago St.,96.8819,108.948,0.205896,1-2,1.0,3,39.9,49.1,39.9,40.2,20.7,22.1,29.3,29.9,69.4,39.8,56.1,26.7,25.8,7.1,9.3,49.2,50.0,35.7,40.2,70.2273,,,,2024,,,,-1.7979854835091,68.7,63.6,-12.066099999999992,11/13/2023
3012,South Dakota,96.2715,110.383,0.17179,2-0,1.0,1,62.7,42.5,39.7,34.2,22.0,17.1,34.4,35.4,81.9,56.1,51.0,50.0,16.7,6.1,7.3,50.0,51.7,34.9,32.9,71.4954,,,,2024,,,,0.032365014694426,84.0,68.0,-14.111499999999992,11/13/2023
3013,Montana St.,96.0082,102.59,0.31809,1-1,0.0,1,53.6,48.2,21.8,44.6,16.8,21.0,13.8,28.1,71.3,55.2,66.7,34.6,10.0,2.8,10.3,40.0,57.7,47.3,35.7,70.7374,,,,2024,,,,-0.68623092156278,75.0,68.0,-6.581800000000001,11/13/2023
3014,Oklahoma St.,104.45,93.8572,0.773782,1-1,1.0,2,53.3,47.9,26.7,24.6,16.0,18.2,26.4,27.4,68.7,48.4,45.9,39.3,34.1,9.5,4.7,60.4,49.0,46.7,37.3,70.3247,,,,2024,,,,-0.64149485014718,50.0,72.4,10.592799999999997,11/13/2023
3015,Wagner,95.6541,103.059,0.297871,1-1,0.0,1,41.9,49.2,27.4,31.1,23.5,17.6,41.5,35.7,60.5,44.4,52.9,23.5,29.6,14.7,15.6,20.8,53.8,27.4,44.3,68.6662,,,,2024,,,,-0.77089253380179,70.6,42.1,-7.404899999999998,11/13/2023
3016,Bethune Cookman,96.4047,110.833,0.167432,1-1,0.0,1,35.7,57.6,20.0,76.1,20.1,24.4,44.0,34.6,69.6,36.5,65.5,22.2,29.4,10.3,7.7,39.1,70.8,25.7,37.0,71.6149,,,,2024,,,,-0.65066832555743,71.4,77.1,-14.428299999999993,11/13/2023
3017,Wofford,100.427,111.262,0.235365,2-0,1.0,1,58.5,51.8,55.4,84.2,7.7,14.1,26.8,34.3,78.0,58.8,59.5,38.7,20.0,9.5,5.9,59.4,25.0,47.7,26.3,70.9643,,,,2024,,,,0.068221083350446,63.9,81.3,-10.834999999999994,11/13/2023
3018,Cal Poly,89.3686,107.65,0.105241,1-2,0.0,2,45.5,62.4,22.6,76.3,13.0,19.9,24.1,29.1,72.9,47.0,60.3,27.3,43.6,3.4,10.0,25.0,65.4,24.8,40.2,68.6321,,,,2024,,,,-1.7420927043061,70.0,75.7,-18.281400000000005,11/13/2023
3019,Towson,101.941,102.345,0.488637,2-1,2.0,3,46.9,49.7,37.4,38.8,20.1,20.1,44.7,26.8,61.3,43.9,44.9,37.5,37.9,10.1,12.2,33.3,62.9,24.5,39.5,66.2547,,,,2024,,,,-0.25206139269568,65.6,70.2,-0.40399999999999636,11/13/2023
3020,Delaware St.,93.3027,109.25,0.140089,0-2,0.0,2,35.6,62.0,23.7,38.9,29.2,27.2,29.8,31.0,75.3,38.7,57.4,16.0,44.4,5.6,8.6,52.5,63.6,21.2,50.0,71.9374,,,,2024,,,,-1.0590965216056,71.4,73.8,-15.947299999999998,11/13/2023
3021,Prairie View A&M,92.424,107.2,0.153737,1-2,0.0,2,35.1,53.3,32.8,49.5,18.9,25.6,34.0,38.3,74.3,34.5,55.3,25.0,32.3,5.3,17.3,27.3,48.1,17.9,29.0,71.6879,,,,2024,,,,-1.2263423360465,70.5,75.5,-14.775999999999996,11/13/2023
3022,Alcorn St.,96.6659,106.941,0.238353,1-1,0.0,1,42.2,63.0,51.0,68.5,22.1,20.7,18.9,42.4,72.5,40.5,66.7,33.3,40.0,12.5,9.5,35.0,71.4,17.6,55.6,70.4003,,,,2024,,,,-0.32830085528215,61.5,67.6,-10.275100000000009,11/13/2023
3023,Liberty,106.462,96.6863,0.751688,2-0,1.0,1,61.8,52.9,12.7,9.6,16.0,16.0,34.5,28.6,56.4,63.3,51.3,40.0,38.5,7.7,10.0,41.4,52.0,45.5,25.0,67.0457,,,,2024,,,,0.19824666415646,42.9,80.0,9.7757,11/13/2023
3024,UNC Wilmington,106.331,97.8726,0.721766,2-0,1.0,1,55.6,51.0,55.6,49.0,19.5,23.7,37.0,19.4,71.8,52.9,51.6,40.0,33.3,0.0,8.8,46.2,63.6,37.0,36.7,68.81,,,,2024,,,,0.23821643579131,76.7,66.7,8.458399999999997,11/13/2023
3025,Presbyterian,96.5359,105.19,0.271439,2-0,1.0,1,55.1,39.7,42.9,46.6,20.3,21.8,14.3,37.0,68.9,56.8,44.0,33.3,24.2,8.0,10.8,48.0,42.1,24.5,56.9,68.1914,,,,2024,,,,0.37309032313974,66.7,59.3,-8.6541,11/13/2023
3026,Michigan,109.707,95.3737,0.833435,2-0,2.0,2,62.8,44.3,23.3,30.9,13.5,17.5,31.1,23.8,74.2,64.2,38.7,40.4,35.4,8.0,4.9,49.3,45.7,39.1,39.0,71.3016,,,,2024,,,,0.21378581585281,77.4,71.1,14.333299999999994,11/13/2023
3027,Bellarmine,104.175,106.244,0.443708,0-2,0.0,2,47.6,62.0,15.4,28.9,23.1,19.7,26.9,33.9,73.7,44.4,60.0,35.7,43.1,2.9,7.4,58.8,57.8,34.1,42.1,66.9215,,,,2024,,,,-0.97073471539048,78.9,68.6,-2.0690000000000026,11/13/2023
3028,East Carolina,103.664,100.128,0.598489,2-0,1.0,1,54.8,51.2,17.5,68.3,16.2,23.6,34.3,8.3,67.8,61.8,55.6,31.0,28.6,7.4,2.9,56.7,36.8,46.0,34.1,71.1886,,,,2024,,,,0.042383401049506,72.7,75.0,3.5360000000000014,11/13/2023
3029,Northwestern,109.512,94.5076,0.844822,2-0,2.0,2,49.1,57.1,36.6,29.3,15.1,27.0,38.5,24.0,63.1,50.0,52.2,31.3,41.3,21.7,12.5,54.0,74.4,28.6,50.0,67.6191,,,,2024,,,,0.40006595258669,80.5,81.5,15.004400000000004,11/13/2023
3030,College of Charleston,105.859,98.1241,0.705281,1-1,1.0,2,46.2,51.1,42.7,15.3,20.0,16.0,27.5,26.3,74.9,58.1,55.4,21.8,29.6,8.4,19.4,54.2,38.7,47.0,39.4,73.0286,,,,2024,,,,-0.41870174982383,70.0,90.5,7.734899999999996,11/13/2023
3031,Eastern Illinois,97.6322,109.707,0.207346,1-2,0.0,2,35.5,64.3,22.5,35.7,12.8,15.7,30.4,20.7,70.2,30.6,79.6,37.0,34.9,6.1,12.6,36.4,62.3,19.6,56.3,71.1167,,,,2024,,,,-0.91335520871403,61.3,62.5,-12.074799999999996,11/13/2023
3032,Buffalo,98.0942,105.854,0.294113,0-2,0.0,2,45.3,57.6,31.5,46.4,19.1,15.0,29.5,19.1,73.4,46.7,60.0,28.8,35.1,8.0,5.3,60.0,46.6,40.9,33.0,72.8484,,,,2024,,,,-1.8479889294855,67.5,63.5,-7.7597999999999985,11/13/2023
3033,Northern Kentucky,102.167,101.44,0.5205,0-2,0.0,2,43.0,49.6,36.8,38.6,22.0,19.1,40.8,32.8,68.2,48.2,52.9,19.4,29.5,12.9,14.5,50.0,56.0,27.2,38.6,66.1372,,,,2024,,,,-1.1699580860123,61.9,81.8,0.7270000000000039,11/13/2023
3034,Valparaiso,89.8337,106.427,0.124634,1-1,0.0,1,33.3,42.3,31.7,21.5,20.9,16.5,39.0,38.1,66.8,38.6,40.0,12.5,33.3,12.0,11.4,42.1,48.0,26.7,23.1,70.8782,,,,2024,,,,-0.96834502441552,84.2,78.6,-16.593300000000013,11/13/2023
3035,Elon,98.2225,107.986,0.251647,1-2,1.0,3,53.4,55.9,32.2,28.4,20.0,14.1,24.0,31.1,73.3,45.9,60.7,44.4,32.5,6.0,14.4,41.8,34.4,36.2,39.7,70.675,,,,2024,,,,-1.4248173144999,69.6,81.8,-9.763500000000008,11/13/2023
3036,Appalachian St.,102.003,97.8803,0.61645,1-1,0.0,1,44.8,57.8,20.8,50.0,15.2,17.7,39.1,21.4,79.2,46.6,57.1,26.3,39.1,5.7,5.2,28.1,51.7,24.7,39.7,69.3435,,,,2024,,,,-0.829093472005,56.3,82.8,4.122699999999995,11/13/2023
3037,North Alabama,102.577,103.573,0.472238,2-0,1.0,1,55.6,39.3,50.0,64.3,21.5,22.8,29.0,34.9,74.5,58.1,38.1,34.8,28.6,4.8,6.5,53.8,45.0,42.6,25.0,71.7677,,,,2024,,,,0.028319043770292,85.2,63.9,-0.9959999999999951,11/13/2023
3038,Oklahoma,107.209,95.5591,0.78966,2-0,2.0,2,58.4,36.3,44.2,23.1,18.3,20.5,41.0,25.9,68.4,62.9,39.8,35.3,17.2,12.5,9.7,43.9,30.0,45.1,24.8,69.4903,,,,2024,,,,0.041655217630818,78.0,63.0,11.649900000000002,11/13/2023
3039,St. John's,111.064,98.0036,0.808242,1-0,1.0,1,59.8,47.0,18.2,25.8,21.9,14.6,56.3,39.0,68.4,52.3,50.0,50.0,25.0,18.0,11.4,61.8,31.0,33.3,24.2,73.159,,,,2024,,,,0.11264781226735,91.7,70.6,13.060399999999987,11/13/2023
3040,Long Beach St.,106.02,100.386,0.652016,1-1,1.0,2,45.4,50.0,37.7,45.5,19.2,18.5,34.9,21.4,75.6,47.1,57.4,27.9,27.5,9.8,13.8,47.2,59.2,33.1,45.5,75.5452,,,,2024,,,,-0.47324854210553,65.3,76.5,5.634,11/13/2023
3041,Samford,103.047,103.64,0.483529,0-2,0.0,2,34.7,61.5,20.9,41.6,21.0,24.4,30.7,40.0,73.7,35.1,57.6,22.8,44.7,3.0,20.8,65.0,71.2,42.5,41.6,71.9159,,,,2024,,,,-0.76737626557044,60.7,72.3,-0.5930000000000035,11/13/2023
3042,Eastern Washington,102.931,105.945,0.417792,0-3,0.0,3,46.7,55.9,25.8,49.2,18.6,13.7,19.3,24.5,75.4,54.2,55.4,24.0,37.9,2.5,10.3,64.5,52.8,41.2,32.4,72.8206,,,,2024,,,,-1.4788946785235,70.2,69.3,-3.013999999999996,11/13/2023
3043,Kansas St.,109.696,95.3591,0.833516,1-1,1.0,2,44.8,55.3,34.3,22.1,20.1,21.4,40.9,30.5,74.7,42.9,57.8,31.3,33.3,3.6,14.3,64.0,57.4,47.8,32.0,72.8753,,,,2024,,,,-0.20880740208549,69.6,81.5,14.3369,11/13/2023
3044,Pepperdine,102.074,102.02,0.501519,2-1,1.0,2,56.2,48.5,33.6,50.0,22.4,18.9,32.8,18.5,71.3,58.0,48.6,34.4,32.1,5.4,8.6,39.7,62.2,28.3,27.5,74.2609,,,,2024,,,,-0.73970322215269,71.1,64.7,0.054000000000002046,11/13/2023
3045,UC San Diego,105.926,106.245,0.491359,2-0,2.0,2,54.3,45.7,41.0,36.2,15.3,19.5,29.9,40.0,71.7,56.8,44.0,31.0,33.3,12.1,8.0,49.2,42.3,24.8,28.3,69.6085,,,,2024,,,,0.14906884698482,77.1,73.9,-0.3190000000000026,11/13/2023
3046,Grambling St.,96.5983,102.019,0.347989,1-1,0.0,1,43.5,63.5,38.9,31.7,18.1,16.7,17.1,40.0,71.7,44.4,62.5,27.8,43.5,2.5,11.1,28.6,80.0,33.3,36.5,69.4895,,,,2024,,,,-0.32374700171395,76.2,75.0,-5.420700000000011,11/13/2023
3047,Texas Southern,98.919,102.034,0.411788,0-2,0.0,2,34.6,47.6,19.1,44.4,20.6,15.3,27.3,29.8,75.1,38.6,42.2,18.9,39.0,12.0,12.0,52.4,62.7,39.0,33.1,72.657,,,,2024,,,,-1.031832715285,50.0,67.3,-3.115000000000009,11/13/2023
3048,Colorado,110.743,92.6331,0.886304,2-0,2.0,2,61.9,42.1,36.3,38.0,20.5,17.6,40.4,22.2,68.2,58.9,38.2,45.0,34.4,13.2,6.8,80.3,27.5,35.4,29.6,71.9796,,,,2024,,,,0.1963311567245,73.2,70.7,18.109899999999996,11/13/2023
3049,VMI,88.6737,114.018,0.0525977,1-1,0.0,1,50.8,54.8,21.5,50.8,18.4,9.2,22.5,26.3,75.9,45.7,57.7,42.1,35.1,0.0,6.5,37.9,57.1,29.2,58.7,71.5909,,,,2024,,,,-0.73752467466359,64.3,75.0,-25.344300000000004,11/13/2023
3050,Auburn,110.772,93.6649,0.873156,1-1,1.0,2,50.4,47.2,33.8,45.5,17.3,15.9,38.2,30.4,75.2,45.1,41.1,39.2,42.4,18.9,6.1,68.4,31.4,38.3,26.8,71.6545,,,,2024,,,,-0.34836298266655,75.6,76.8,17.107100000000003,11/13/2023
3051,New Orleans,101.527,107.516,0.340919,2-0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7359,,,,2024,,,,0.0,0.0,0.0,-5.989000000000004,11/13/2023
3052,Idaho St.,94.435,104.752,0.232838,1-2,0.0,2,49.5,45.8,34.8,40.3,28.9,15.2,25.4,39.2,65.8,48.5,50.0,34.6,20.0,5.3,9.1,43.9,46.2,28.3,21.0,68.3777,,,,2024,,,,-1.2478755363695,53.1,64.6,-10.316999999999993,11/13/2023
3053,Columbia,96.8916,106.073,0.260926,1-2,0.0,2,39.5,52.5,28.9,39.0,16.5,21.8,23.4,32.8,75.9,38.8,56.4,27.1,30.0,7.7,12.5,47.7,50.0,37.5,33.9,73.2662,,,,2024,,,,-1.4087800003629,89.2,69.6,-9.181399999999996,11/13/2023
3054,Western Carolina,101.441,104.727,0.409374,2-0,1.0,1,44.5,44.8,28.1,24.1,10.5,18.0,31.7,25.0,66.6,41.9,43.8,33.3,30.8,15.6,7.0,40.0,45.5,32.8,44.8,70.8131,,,,2024,,,,0.14482753058214,77.8,64.3,-3.2860000000000014,11/13/2023
3055,Eastern Kentucky,107.048,100.264,0.679804,2-0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6206,,,,2024,,,,0.0,0.0,0.0,6.784000000000006,11/13/2023
3056,Penn,100.411,105.467,0.362405,2-1,1.0,2,49.2,44.8,22.4,31.9,23.0,14.4,42.7,18.7,69.5,48.1,46.3,34.1,28.6,10.4,14.8,55.6,60.0,35.2,42.2,70.0086,,,,2024,,,,-0.65556890350081,64.3,70.3,-5.055999999999997,11/13/2023
3057,South Carolina St.,97.4435,112.076,0.166741,1-1,0.0,1,32.2,59.4,39.0,40.6,27.8,14.5,38.6,30.3,75.6,46.3,65.0,0.0,33.3,2.5,4.9,47.4,70.6,30.5,37.5,72.6768,,,,2024,,,,-0.74531254801775,60.9,76.9,-14.632499999999993,11/13/2023
3058,Idaho,91.2656,112.253,0.0846853,0-2,0.0,2,48.2,52.4,27.7,39.8,19.3,17.1,18.6,41.9,70.0,49.2,52.2,31.4,35.5,10.9,18.0,54.3,42.4,45.5,25.2,70.6516,,,,2024,,,,-1.4989409702657,77.4,63.3,-20.987399999999994,11/13/2023
3059,Stony Brook,104.577,105.941,0.462813,1-1,0.0,1,47.0,59.8,25.8,18.2,14.6,21.9,39.0,56.3,68.4,50.0,52.3,25.0,50.0,11.4,18.0,31.0,61.8,24.2,33.3,67.275,,,,2024,,,,-0.4696116643264,70.6,91.7,-1.3640000000000043,11/13/2023
3060,Evansville,94.3598,106.995,0.19075,2-0,1.0,1,50.0,57.7,58.8,21.2,17.9,27.5,15.2,16.1,72.7,50.0,46.9,33.3,50.0,12.5,2.8,43.5,60.0,29.4,38.5,71.9249,,,,2024,,,,0.05206909499976,70.0,36.4,-12.635199999999998,11/13/2023
3061,Saint Peter's,94.3768,101.244,0.308365,1-1,1.0,2,44.9,45.2,39.8,70.2,24.1,24.1,51.5,29.0,62.1,45.3,40.0,29.5,35.3,4.0,6.3,40.5,56.3,40.7,40.5,68.2159,,,,2024,,,,-0.46717729637661,86.0,71.2,-6.867199999999997,11/13/2023
3062,Virginia,107.242,93.9416,0.82095,2-0,2.0,2,54.8,41.6,60.0,31.9,10.6,24.2,29.2,35.4,66.0,49.2,42.7,42.5,26.3,9.3,10.8,61.2,57.1,38.1,33.6,65.3629,,,,2024,,,,0.66603722269055,60.3,72.2,13.30040000000001,11/13/2023
3063,UCF,102.974,96.5942,0.676018,1-1,1.0,2,49.6,51.0,25.2,63.3,23.1,27.0,38.0,25.0,77.9,53.8,49.2,27.3,35.9,11.9,14.3,36.1,53.5,32.6,39.8,69.5177,,,,2024,,,,-0.34699588657291,67.6,80.6,6.379800000000003,11/13/2023
3064,Drexel,103.595,97.5372,0.66663,1-1,1.0,2,46.6,49.5,32.5,51.9,15.3,16.0,35.2,29.2,65.4,51.3,50.0,24.3,32.1,9.2,7.5,54.0,34.0,31.6,26.9,66.836,,,,2024,,,,-0.59625061271973,68.4,66.7,6.0578,11/13/2023
3065,Charleston Southern,98.5849,112.576,0.178558,1-1,0.0,1,52.1,54.6,63.8,48.1,17.7,11.8,26.9,17.2,67.8,54.1,43.3,30.0,45.8,6.7,0.0,26.1,33.3,21.3,44.4,68.8013,,,,2024,,,,-0.96548074611124,70.0,84.6,-13.991099999999989,11/13/2023
3066,Northern Iowa,104.591,101.585,0.583065,0-1,0.0,1,51.5,57.0,17.6,38.6,18.2,18.2,35.0,30.3,63.6,51.1,45.7,34.8,50.0,2.9,6.7,35.5,37.0,33.8,38.6,70.1881,,,,2024,,,,-0.68614321598981,58.3,81.8,3.0060000000000002,11/13/2023
3067,South Carolina,106.061,99.0999,0.685838,2-0,2.0,2,64.5,47.3,24.5,32.4,19.1,12.2,32.1,17.4,65.5,56.7,49.3,51.2,28.9,8.2,9.0,53.3,55.3,39.1,34.2,68.9005,,,,2024,,,,0.54026169621271,70.4,69.4,6.961100000000002,11/13/2023
3068,Lamar,96.8091,110.7,0.176248,1-1,0.0,1,43.3,42.4,26.7,64.4,18.1,18.1,23.7,40.9,71.8,35.0,44.4,40.0,26.1,16.7,22.5,72.7,63.6,33.3,39.0,70.6229,,,,2024,,,,-0.64649598788604,93.8,73.7,-13.890900000000002,11/13/2023
3069,Kentucky,113.004,93.8351,0.894513,2-0,2.0,2,54.9,43.3,22.0,14.3,6.6,23.5,27.8,19.2,68.1,58.8,41.9,32.7,30.0,9.7,5.0,45.3,53.7,39.4,44.6,69.1311,,,,2024,,,,0.14401911801858,75.9,62.5,19.168900000000008,11/13/2023
3070,Lafayette,96.9486,104.806,0.289837,0-3,0.0,3,41.6,52.5,28.8,33.3,22.2,14.3,25.0,30.6,67.5,42.2,51.4,27.3,36.4,11.7,3.6,66.1,51.9,48.1,37.3,69.1,,,,2024,,,,-1.837898648433,65.2,66.1,-7.857399999999998,11/13/2023
3071,North Carolina Central,91.8038,105.443,0.168969,1-2,0.0,2,38.8,61.9,32.1,32.1,17.4,16.6,25.9,25.9,66.2,39.7,63.9,25.0,39.6,13.1,8.8,47.4,79.3,39.3,44.0,69.7608,,,,2024,,,,-0.82639360447221,63.9,80.0,-13.639200000000002,11/13/2023
3072,Wisconsin,109.615,93.163,0.866482,1-1,1.0,2,57.9,49.1,43.8,48.7,15.1,17.7,26.6,25.4,76.2,61.2,55.8,33.3,23.7,6.5,3.5,42.2,32.7,29.8,33.0,69.0566,,,,2024,,,,-0.22437823761067,66.0,76.8,16.451999999999998,11/13/2023
3073,Alabama,112.006,92.6723,0.898352,2-0,2.0,2,63.2,54.3,53.7,39.1,16.3,19.0,43.1,24.6,73.8,56.0,56.1,50.0,34.7,13.6,6.7,40.0,31.5,38.0,42.6,75.3251,,,,2024,,,,0.26640453238,83.1,62.2,19.333699999999993,11/13/2023
3074,Tennessee Tech,101.563,107.873,0.333323,0-2,0.0,2,43.9,55.4,21.1,26.7,17.4,15.2,14.9,27.3,69.2,45.2,54.7,26.7,37.8,4.0,15.5,34.8,55.2,26.3,37.5,69.734,,,,2024,,,,-1.0067503936092,58.3,78.1,-6.310000000000002,11/13/2023
3075,NJIT,91.8059,111.325,0.0982434,0-2,0.0,2,37.7,52.7,38.2,39.8,23.6,15.8,27.1,49.3,69.8,31.7,52.5,30.0,35.4,3.8,13.3,52.9,52.5,45.5,37.5,70.7176,,,,2024,,,,-1.3682352141376,59.5,80.4,-19.51910000000001,11/13/2023
3076,IUPUI,97.5683,111.217,0.18157,2-0,1.0,1,42.3,33.3,21.5,31.7,16.5,20.9,38.1,39.0,66.8,40.0,38.6,33.3,12.5,11.4,12.0,48.0,42.1,23.1,26.7,70.6171,,,,2024,,,,0.036749812489019,78.6,84.2,-13.648700000000005,11/13/2023
3077,Alabama A&M,92.3757,106.355,0.16513,0-1,0.0,1,39.3,55.6,64.3,50.0,22.8,21.5,34.9,29.0,74.5,38.1,58.1,28.6,34.8,6.5,4.8,45.0,53.8,25.0,42.6,71.6459,,,,2024,,,,-0.80660225335839,63.9,85.2,-13.97930000000001,11/13/2023
3078,Cal Baptist,100.44,101.686,0.464602,2-0,1.0,1,56.5,44.7,48.1,31.6,16.9,15.4,37.5,31.4,65.0,60.7,39.1,34.6,45.5,10.9,3.6,50.0,43.5,48.1,19.3,67.167,,,,2024,,,,0.079110316683106,73.1,83.3,-1.2460000000000093,11/13/2023
3079,Dartmouth,96.9473,102.615,0.342226,0-2,0.0,2,36.0,63.4,31.5,19.5,20.2,15.2,25.0,24.6,69.3,43.1,67.1,15.4,36.8,3.5,18.1,45.9,40.8,35.1,30.9,71.3038,,,,2024,,,,-1.0118226724929,62.9,70.8,-5.667699999999996,11/13/2023
3080,La Salle,103.791,104.512,0.480104,2-0,2.0,2,52.6,47.5,25.6,30.0,11.7,19.5,28.4,44.0,64.1,50.0,47.6,38.5,31.6,12.2,9.0,55.6,52.9,33.3,31.7,70.2076,,,,2024,,,,0.32833755056854,76.7,58.3,-0.7210000000000036,11/13/2023
3081,Tulsa,99.6821,104.437,0.36916,2-0,2.0,2,47.9,36.1,46.2,28.5,19.5,15.3,40.3,31.7,71.9,46.9,32.1,32.7,28.3,10.7,9.4,56.3,47.6,46.2,38.7,71.2043,,,,2024,,,,0.051329095147056,74.5,64.1,-4.754899999999992,11/13/2023
3082,Kansas,115.488,90.5528,0.942521,2-0,2.0,2,72.0,40.0,21.1,23.2,16.6,18.7,30.6,23.9,72.3,73.0,38.2,46.9,28.6,15.8,2.7,76.6,39.5,39.8,39.2,72.3488,,,,2024,,,,0.060623366083224,80.8,58.6,24.935199999999995,11/13/2023
3083,St. Thomas,103.238,108.307,0.365578,2-1,1.0,2,50.0,52.0,19.6,32.7,19.2,19.2,30.2,29.8,60.0,50.7,51.3,32.5,36.4,5.3,4.5,48.9,27.7,37.4,22.4,67.9727,,,,2024,,,,-0.64363610085284,61.9,68.8,-5.069000000000003,11/13/2023
