,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,ppp_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Date_zero,DateNew,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,LeagueTempo,LeagueOE,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff
10,PrincetonHofstra11-10,2023-11-10 00:00:00,Ivy at CAA,86 Princeton at 100 Hofstra,"Hofstra -2.9, 72-69 (61%)",61.15379768804279,0,H,Princeton,110.39622194935497,104.6447876379342,0.6491486543029606,1.0,69.24722990417082,Hofstra,109.98135103911252,100.09284924755228,0.7471452748268221,0.0,72.12433025644302,65.52621467773716,,,1,"Princeton, 74-67",67.65,67.65,74.0,67.0,Princeton,Hofstra,67.22262589122724,71.81816182752559,113.84108386273022,94.54815548608067,99.36982159678747,103.21619928694298,1.0,0.0,1.0,0.6931450898342376,0.8677553783888585,738834,1.0938654841093864,0.9903917220990393,1.0421286031042127,86,100,0.8943044206519846,0.3925181524770143,"[u'11/10/2023', 200, u'Princeton', u'Hofstra', 24, 54, 12, 34, 14, 17, 8, 25, 33, 12, 7, 3, 12, 10, 74, 25, 57, 8, 24, 9, 11, 7, 23, 30, 16, 5, 2, 14, 18, 67, 67.65, u'', u'Princeton', u'Hofstra']",Princeton,Hofstra,-2.877100352272194,141.37156016061385,11/10/2023,20231110,7.0,113.84108386273022,94.54815548608067,99.36982159678747,103.21619928694298,71.2,101.4,0.0,19.1,0.0,0.0
11,UCFMiami FL11-10,2023-11-10 00:00:00,B12 at ACC,90 UCF at 46 Miami FL,"Miami FL -8.6, 80-71 (79%)",59.31004434081369,0,H,UCF,103.25488706217745,98.12826024362197,0.6423639889889599,0.0,70.98648609084023,Miami FL,116.25759004145128,98.53033413179456,0.8701860222827866,1.0,79.59953344709537,72.95667712073926,UCF,,1,"Miami FL, 88-72",78.2375,78.2375,72.0,88.0,Miami FL,UCF,76.50049217149724,75.81059257395492,97.50429138691403,101.29386635782646,120.00804619897622,93.04286395520757,1.0,0.0,1.0,0.4989260811518848,0.8711220445040069,738834,0.9202748042818342,1.124780316344464,1.0225275603131492,90,46,0.3921010948560076,0.9491522227052018,"[u'11/10/2023', 200, u'UCF', u'Miami FL', 30, 73, 5, 20, 7, 11, 17, 21, 38, 6, 7, 2, 18, 24, 72, 26, 51, 10, 21, 26, 30, 6, 28, 34, 13, 14, 11, 18, 16, 88, 78.2375, u'', u'Miami FL', u'UCF']",UCF,Miami FL,-8.613047356255137,150.5860195379356,11/10/2023,20231110,-16.0,97.50429138691403,101.29386635782646,120.00804619897622,93.04286395520757,71.2,101.4,0.0,6.3,0.0,0.0
12,MarshallRadford11-10,2023-11-10 00:00:00,SB vs. BSth,177 Marshall vs. 145 Radford,"Radford -1.8, 75-74 (57%)",58.489698505464006,0,N,Marshall,103.05751529242076,103.68824162720836,0.4824654179789275,0.0,73.5858352585221,Radford,106.6236075868033,104.77029850533998,0.5502419209708566,1.0,75.34583626081115,71.26008129073479,,,1,"Radford, 66-62",68.5,68.5,62.0,66.0,Radford,Marshall,70.98610368139867,64.11958861870289,88.04087438230889,96.7360497514809,99.47460238821176,89.50408578678409,1.0,0.0,1.0,0.8803318428554537,0.9061401846143932,738834,0.9051094890510948,0.9635036496350364,0.9343065693430656,177,145,0.2529147430054194,0.7711132592704644,"[u'11/10/2023', 200, u'Marshall', u'Radford', 21, 65, 4, 19, 16, 22, 14, 26, 40, 12, 7, 6, 6, 17, 62, 23, 61, 9, 25, 11, 18, 15, 35, 50, 12, 4, 5, 15, 20, 66, 68.5, u'', u'Radford', u'Marshall']",Marshall,Radford,-1.7600010022890586,148.93167151933324,11/10/2023,20231110,-4.0,88.04087438230889,96.7360497514809,99.47460238821176,89.50408578678409,71.2,101.4,0.0,6.5,0.0,0.0
13,HarvardRice11-10,2023-11-10 00:00:00,Ivy at Amer,166 Harvard at 225 Rice,"Rice -0.7, 75-74 (53%)",57.43479039811916,0,H,Harvard,101.31878274385716,103.767510773864,0.4317701068487924,1.0,74.19620148064625,Rice,106.47574956502837,108.01838215782732,0.4587395751215554,0.0,74.90419567734016,70.88657257720708,,,1,"Harvard, 89-76",71.1125,71.1125,89.0,76.0,Harvard,Rice,69.03749669705336,71.42859646995326,121.5570705138711,104.53609744969314,107.26439566248504,129.59490571405797,1.0,0.0,1.0,0.8873272950584831,0.9410988943885902,738834,1.251538055897346,1.0687291263842504,1.1601335911407982,166,225,0.8500242683135764,0.10203253859764926,"[u'11/10/23', 200, u'Harvard', u'Rice', 32, 60, 7, 20, 18, 23, 9, 29, 38, 17, 8, 5, 10, 20, 89, 25, 60, 8, 24, 18, 28, 12, 21, 33, 14, 6, 3, 9, 19, 76, 71.1125, u'', u'Harvard', u'Rice']",Harvard,Rice,-0.7079941966939032,149.1003971579864,11/10/2023,20231110,13.0,121.5570705138711,104.53609744969314,107.26439566248504,129.59490571405797,71.2,101.4,0.0,0.0,0.0,0.0
14,ClemsonUAB11-10,2023-11-10 00:00:00,ACC vs. Amer,25 Clemson vs. 118 UAB,"Clemson -8.3, 78-70 (78%)",57.210500823611866,0,N,Clemson,115.84353490555858,98.16441116545498,0.8703844348708831,1.0,77.87432177669615,UAB,107.5175320092673,101.92010349818096,0.6490450423029964,0.0,69.61390122863371,68.9656062576545,,UAB,1,"Clemson, 77-76",71.2125,71.2125,77.0,76.0,Clemson,UAB,70.32615211824545,72.27569686572772,110.2465008417251,104.43504868560666,114.38563687830236,96.99578647406896,1.0,0.0,1.0,0.8295413694597487,0.5726967661867475,738834,1.0812708443040195,1.0672283658065649,1.074249605055292,25,118,0.6508470456295129,0.8694882741235931,"[u'11/10/23', 200, u'Clemson', u'UAB', 27, 55, 6, 19, 17, 27, 5, 21, 26, 16, 4, 7, 10, 16, 77, 28, 60, 9, 22, 11, 16, 12, 27, 39, 14, 5, 2, 14, 23, 76, 71.2125, u'', u'Clemson', u'UAB']",Clemson,UAB,8.260420548062442,147.48822300532987,11/10/2023,20231110,1.0,110.2465008417251,104.43504868560666,114.38563687830236,96.99578647406896,71.2,101.4,0.0,21.8,0.0,0.0
15,DaytonNorthwestern11-10,2023-11-10 00:00:00,A10 at B10,65 Dayton at 44 Northwestern,"Northwestern -5.6, 66-60 (74%)",55.66162729592921,0,H,Dayton,109.3704837852596,101.275389650852,0.7077171656583264,0.0,60.40410281361286,Northwestern,114.5402459106733,97.01504706047125,0.8709845277267241,1.0,66.03728963352589,59.52469031331079,Dayton,,1,"Northwestern, 71-66",57.8125,57.8125,66.0,71.0,Northwestern,Dayton,61.73766809131626,62.86738134873475,122.58690025521123,112.49643321741236,127.2310002382464,108.7384227046773,1.0,0.0,1.0,0.4971542719391435,0.8337211769043921,738834,1.1416216216216215,1.228108108108108,1.184864864864865,65,44,0.7286599828407647,0.8588995543533776,"[u'11/10/2023', 200, u'Dayton', u'Northwestern', 21, 39, 12, 23, 12, 15, 3, 18, 21, 16, 3, 1, 15, 17, 66, 25, 53, 5, 14, 16, 20, 12, 15, 27, 14, 9, 1, 7, 14, 71, 57.8125, u'', u'Northwestern', u'Dayton']",Dayton,Northwestern,-5.633186819913028,126.44139244713875,11/10/2023,20231110,-5.0,122.58690025521123,112.49643321741236,127.2310002382464,108.7384227046773,71.2,101.4,0.0,14.0,0.0,0.0
16,YaleGonzaga11-10,2023-11-10 00:00:00,Ivy at WCC,78 Yale at 7 Gonzaga,"Gonzaga -12.7, 79-66 (88%)",55.43681100897102,0,H,Yale,107.29990730724435,101.19710038510296,0.6622670410579001,0.0,66.33509986602418,Gonzaga,119.2499266628091,94.38645672068265,0.9363729448379284,1.0,79.04247799210835,68.48639335624159,Yale,,1,"Gonzaga, 86-71",69.8125,69.8125,71.0,86.0,Gonzaga,Yale,68.48983308035857,71.82327663238878,116.2525739095848,105.17295147784613,123.9350406574554,102.26167767848727,1.0,0.0,1.0,0.3120256355787268,0.8609427435251129,738834,1.017009847806625,1.2318710832587287,1.1244404655326767,78,7,0.7598448114628693,0.9011937598590404,"[u'11/10/2023', 200, u'Yale', u'Gonzaga', 24, 59, 9, 24, 14, 14, 7, 21, 28, 15, 8, 1, 11, 20, 71, 32, 64, 7, 19, 15, 21, 14, 28, 42, 13, 9, 0, 10, 16, 86, 69.8125, u'', u'Gonzaga', u'Yale']",Yale,Gonzaga,-12.707378126084166,145.37757785813253,11/10/2023,20231110,-15.0,116.2525739095848,105.17295147784613,123.9350406574554,102.26167767848727,71.2,101.4,0.0,0.0,0.0,0.0
17,Wright St.Colorado St.11-10,2023-11-10 00:00:00,Horz at MWC,117 Wright St. at 33 Colorado St.,"Colorado St. -12.4, 88-75 (85%)",54.05635459764361,0,H,Wright St.,111.04347247544516,107.9341380246299,0.5809334446406891,0.0,75.38318111616177,Colorado St.,118.67509026786055,99.078613449904,0.8884962168854647,1.0,87.7647063676473,71.64261743124118,Wright St.,,1,"Colorado St., 105-77",75.88749999999999,75.88749999999999,77.0,105.0,Colorado St.,Wright St.,75.65012984602576,73.44945989827916,115.88317247691025,114.5581276499858,125.95825925507296,103.39683905082524,1.0,0.0,1.0,0.4558247253419132,0.897518287601878,738834,1.014659858342942,1.3836270795585572,1.1991434689507496,117,33,0.5330149407967084,0.9063470299631654,"[u'11/10/2023', 200, u'Wright St.', u'Colorado St.', 29, 58, 6, 15, 13, 18, 6, 21, 27, 8, 5, 4, 15, 12, 77, 42, 66, 12, 29, 9, 11, 4, 27, 31, 37, 7, 2, 9, 17, 105, 75.88749999999999, u'', u'Colorado St.', u'Wright St.']",Wright St.,Colorado St.,-12.381525251485542,163.1478874838091,11/10/2023,20231110,-28.0,115.88317247691025,114.5581276499858,125.95825925507296,103.39683905082524,71.2,101.4,0.0,1.9,0.0,0.0
18,CharlotteLiberty11-10,2023-11-10 00:00:00,Amer vs. CUSA,129 Charlotte vs. 71 Liberty,"Liberty -4.1, 67-63 (67%)",53.20440163834672,0,N,Charlotte,105.699732821432,102.3983776989762,0.5902290163960218,0.0,63.1545583814358,Liberty,110.9523271354297,100.9628606850752,0.7474391601910567,1.0,67.23550287961119,61.878404056796526,,,1,"Liberty, 71-59",56.35,56.35,59.0,71.0,Liberty,Charlotte,59.44415626191337,59.67175437115364,106.09936716299742,120.86488994070322,130.96145768354967,101.3445856457296,1.0,0.0,1.0,0.7525434706863129,0.8620369666426425,738834,1.0470275066548358,1.2599822537710736,1.1535048802129546,129,71,0.18266157281497705,0.9501845507659759,"[u'11/10/2023', 200, u'Charlotte', u'Liberty', 25, 52, 5, 13, 4, 5, 8, 19, 27, 13, 4, 3, 9, 11, 59, 29, 55, 10, 25, 3, 7, 10, 20, 30, 12, 1, 3, 9, 12, 71, 56.35, u'', u'Liberty', u'Charlotte']",Charlotte,Liberty,-4.080944498175391,130.39006126104698,11/10/2023,20231110,-12.0,106.09936716299742,120.86488994070322,130.96145768354967,101.3445856457296,71.2,101.4,0.0,20.1,0.0,0.0
19,BelmontFurman11-10,2023-11-10 00:00:00,MVC at SC,178 Belmont at 131 Furman,"Furman -7.4, 88-80 (73%)",51.05792310090654,0,H,Belmont,105.85749421289118,109.4311217975976,0.4056885866301,0.0,80.30539104377486,Furman,110.57284348357506,104.60610066172384,0.6542866155354738,1.0,87.75167350249927,75.82912010968235,,,1,"Furman, 99-76",81.525,81.525,76.0,99.0,Furman,Belmont,77.92739256577889,77.74718798022667,95.2535139098737,112.87378841536054,114.05142828503676,94.1274752300508,1.0,0.0,1.0,0.7790903794911196,0.9467669328404804,738834,0.932229377491567,1.2143514259429622,1.0732904017172646,178,131,0.12434891193937642,0.9009650923187332,"[u'11/10/2023', 200, u'Belmont', u'Furman', 30, 69, 3, 21, 13, 20, 7, 27, 34, 9, 10, 5, 10, 14, 76, 38, 73, 12, 29, 11, 18, 14, 37, 51, 25, 6, 5, 14, 16, 99, 81.525, u'', u'Furman', u'Belmont']",Belmont,Furman,-7.446282458724411,168.05706454627415,11/10/2023,20231110,-23.0,95.2535139098737,112.87378841536054,114.05142828503676,94.1274752300508,71.2,101.4,0.0,-7.6,0.0,0.0
20,Southern MissAkron11-10,2023-11-10 00:00:00,SB at MAC,148 Southern Miss at 135 Akron,"Akron -4.6, 73-68 (68%)",50.28786091256429,0,H,Southern Miss,104.86187194572288,106.17045120180654,0.464404985408774,0.0,68.30627430796444,Akron,106.71165035963166,101.2693609158868,0.646110080078475,1.0,72.87531112863076,67.25659254467534,,,1,"Akron, 72-54",67.9625,67.9625,54.0,72.0,Akron,Southern Miss,69.2411183956281,68.55971351266098,88.2895574191045,97.87320233997264,98.37210664037312,85.26480492363453,1.0,0.0,1.0,0.7852158120372473,0.9333407726697228,738834,0.7945558212249402,1.0594077616332536,0.9269817914290968,148,135,0.2341389676825608,0.8381393481953031,"[u'11/10/2023', 200, u'Southern Miss', u'Akron', 23, 57, 5, 14, 3, 10, 10, 23, 33, 13, 8, 3, 15, 19, 54, 26, 55, 9, 30, 11, 13, 5, 27, 32, 9, 8, 2, 13, 14, 72, 67.9625, u'', u'Akron', u'Southern Miss']",Southern Miss,Akron,-4.569036820666312,141.18158543659519,11/10/2023,20231110,-18.0,88.2895574191045,97.87320233997264,98.37210664037312,85.26480492363453,71.2,101.4,0.0,-5.0,0.0,0.0
